 Procedimentos hospitalares do SUS - por local de internação - Brasil
InternaçõesValor totalDias permanênciaÓbitos por Município
Procedimento: todos, exceto Covid
Período:Abr-Dez/2020
"Município";"Internações";"Valor_total";"Dias_permanência";"Óbitos"
"330170 Duque de Caxias";29965;33211078,23;145166;2231
"330180 Engenheiro Paulo de Frontin";124;49666,34;794;19
"330185 Guapimirim";999;626580,17;5705;101
"330190 Itaboraí";4645;3060668,50;40729;844
"330200 Itaguaí";2122;1057857,74;12161;223
"330210 Itaocara";608;335809,75;2988;72
"330220 Itaperuna";7705;31651956,40;60830;530
"330225 Itatiaia";942;322778,65;3607;30
"330240 Macaé";7351;9040648,01;39529;490
"330250 Magé";3840;2251399,88;16805;297
"330260 Mangaratiba";1069;477878,82;5901;80
"330270 Maricá";3246;1923468,42;15506;409
"330280 Mendes";210;86065,92;820;29
"330285 Mesquita";6390;3805189,62;21449;5
"330290 Miguel Pereira";2335;1096923,63;8145;191
"330300 Miracema";1032;481343,23;3318;48
"330310 Natividade";425;210511,71;1890;15
"330320 Nilópolis";1085;1269174,87;7400;22
"330330 Niterói";17354;30030436,38;169375;1351
"330340 Nova Friburgo";4344;11280691,74;71858;494
"330350 Nova Iguaçu";17398;17020855,67;106205;1767
"330360 Paracambi";926;397846,03;3991;115
"330370 Paraíba do Sul";2605;3632163,03;12775;104
"330380 Paraty";1525;832258,87;6492;66
"330390 Petrópolis";9813;34276472,48;194564;522
"330395 Pinheiral";558;239480,64;2182;30
"330400 Piraí";1071;554368,15;3964;74
"330411 Porto Real";686;560551,29;4732;61
"330412 Quatis";258;82269,83;1704;27
"330414 Queimados";3581;3177869,24;11071;3
"330415 Quissamã";990;1103256,62;5220;51
"330420 Resende";5285;4593003,99;24203;408
"330430 Rio Bonito";3734;4857756,78;13811;174
"330440 Rio Claro";171;75900,41;559;8
"330450 Rio das Flores";190;80893,16;1092;14
"330452 Rio das Ostras";2694;1435995,19;12085;157
"330455 Rio de Janeiro";172954;262079172,92;1379108;15266
"330460 Santa Maria Madalena";329;141471,48;1372;14
"330470 Santo Antônio de Pádua";1799;928999,43;6978;104
"330480 São Fidélis";1157;1172623,26;5671;108
"330475 São Francisco de Itabapoana";392;239404,55;3211;87
"330490 São Gonçalo";19299;23777366,85;125411;1921
"330500 São João da Barra";965;604655,84;5272;82
"330510 São João de Meriti";5783;7689425,43;28094;80
"330515 São José do Vale do Rio Preto";322;144482,40;1677;24
"330520 São Pedro da Aldeia";1085;524721,28;1863;-
"330530 São Sebastião do Alto";428;182980,65;1609;36
"330550 Saquarema";2502;1358004,36;13013;214
"330555 Seropédica";943;464572,34;2861;-
"330560 Silva Jardim";262;111933,11;2220;63
"330570 Sumidouro";314;106786,05;1577;16
"330575 Tanguá";-;89810,19;1820;-
"330580 Teresópolis";5851;9512542,33;36465;351
"330590 Trajano de Moraes";362;150186,81;1252;27
"330600 Três Rios";3080;4719987,89;31097;252
"330610 Valença";4858;6521778,46;30497;283
"330615 Varre-Sai";169;64982,52;411;-
"330620 Vassouras";3294;10869273,33;30043;259
"330630 Volta Redonda";8351;12521021,82;51191;822
"350010 Adamantina";2100;3322277,95;29952;153
"350050 Águas de Lindóia";842;348184,34;2118;72
"350070 Agudos";713;311063,71;1408;5
"350100 Altinópolis";695;186215,77;1439;14
"350110 Alto Alegre";32;8110,87;132;1
"350130 Álvares Machado";160;72776,54;707;12
"350160 Americana";4265;5893624,72;46812;302
"350170 Américo Brasiliense";2757;3430009,15;23658;131
"350190 Amparo";2966;5464069,19;50275;219
"350210 Andradina";2078;1539430,81;7795;187
"350220 Angatuba";645;298199,64;1894;34
"350250 Aparecida";1614;2113052,14;6809;126
"350260 Aparecida d'Oeste";23;11440,53;78;-
"350270 Apiaí";1428;729533,76;4047;58
"350280 Araçatuba";6970;19291869,97;60662;948
"350320 Araraquara";8913;16046181,51;43723;592
"350330 Araras";3591;8933677,35;55601;238
"350340 Arealva";82;32256,42;271;3
"350390 Arujá";944;473158,42;3207;37
"350400 Assis";4632;7394780,88;22495;291
"350410 Atibaia";2533;996002,68;8454;170
"350420 Auriflama";552;261010,83;1362;26
"350450 Avaré";4315;5235540,75;18931;239
"350490 Bananal";8;3540,50;18;2
"350520 Bariri";1272;540338,29;3473;94
"350530 Barra Bonita";1418;729459,29;4658;129
"350550 Barretos";15636;38918290,14;80086;1368
"350570 Barueri";18063;14708418,01;69647;865
"350580 Bastos";553;167772,99;1487;15
"350590 Batatais";2382;2217780,27;9273;97
"350600 Bauru";22078;32925493,08;120641;1143
"350610 Bebedouro";1350;696491,74;3126;38
"350630 Bernardino de Campos";255;100932,30;1529;35
"350635 Bertioga";1959;994116,31;6752;108
"350640 Bilac";74;22139,91;155;3
"350650 Birigui";3063;2614140,98;12984;247
"350670 Boa Esperança do Sul";4;813,30;8;-
"350680 Bocaina";109;55595,15;375;9
"350700 Boituva";1238;636378,03;3971;42
"350710 Bom Jesus dos Perdões";82;36829,56;417;9
"350740 Borborema";397;150643,51;1176;12
"350750 Botucatu";16695;39338828,04;94405;957
"350760 Bragança Paulista";10726;17220109,90;42071;784
"350790 Brotas";560;286414,93;1978;32
"350810 Buritama";539;229908,72;2051;30
"350840 Cabreúva";391;213879,02;1002;4
"350850 Caçapava";2224;1583229,82;7704;193
"350860 Cachoeira Paulista";471;160109,33;2345;55
"350870 Caconde";678;975927,74;12391;35
"350880 Cafelândia";502;220768,89;1416;20
"350900 Caieiras";3108;1970600,16;9953;55
"350920 Cajamar";705;275571,68;2058;35
"350930 Cajobi";188;75151,71;405;2
"350940 Cajuru";1481;579066,49;4526;55
"350950 Campinas";44897;95864334,39;257692;2431
"350960 Campo Limpo Paulista";1661;844859,79;4693;89
"350970 Campos do Jordão";1574;3268150,27;35976;111
"351000 Cândido Mota";790;384105,67;2898;64
"351020 Capão Bonito";1200;656626,82;3181;94
"351040 Capivari";1433;778797,42;4016;80
"351050 Caraguatatuba";6959;7229326,25;23210;324
"351060 Carapicuíba";9857;9863699,33;44310;460
"351070 Cardoso";195;70479,18;390;7
"351080 Casa Branca";792;1937582,38;43081;83
"351100 Castilho";164;51550,71;496;13
"351110 Catanduva";9724;21939146,78;82806;729
"351140 Cerqueira César";783;320741,33;2351;43
"351150 Cerquilho";549;220084,03;2323;45
"351160 Cesário Lange";267;128146,36;984;24
"351170 Charqueada";330;124304,81;885;7
"355720 Chavantes";526;218046,01;1477;18
"351190 Clementina";157;52136,64;844;7
"351200 Colina";353;168391,33;1006;17
"351210 Colômbia";1;44,22;1;-
"351220 Conchal";1031;448374,11;2777;33
"351280 Cosmópolis";856;368816,17;3651;82
"351300 Cotia";8778;8073188,61;33648;497
"351340 Cruzeiro";3053;3043151,97;14641;259
"351350 Cubatão";3680;4973397,62;17697;164
"351360 Cunha";719;346760,02;2114;39
"351370 Descalvado";881;441065,47;2006;54
"351380 Diadema";15199;14341162,39;82518;746
"351390 Divinolândia";1579;3816408,65;41938;34
"351410 Dois Córregos";791;372521,02;3461;48
"351440 Dracena";1708;2120068,13;7203;182
"351450 Duartina";931;328176,66;1501;39
"351500 Embu das Artes";1834;897399,02;5923;57
"351510 Embu-Guaçu";585;241165,71;1511;34
"351518 Espírito Santo do Pinhal";1992;3637069,71;57710;92
"351520 Estrela d'Oeste";107;57617,52;310;3
"351540 Fartura";448;167388,50;1371;29
"351550 Fernandópolis";2914;2702647,59;12190;231
"351570 Ferraz de Vasconcelos";4864;4033727,09;30119;373
"351600 Flórida Paulista";379;107302,10;911;13
"351620 Franca";14027;28380093,36;89805;988
"351630 Francisco Morato";5838;5928368,45;25965;262
"351640 Franco da Rocha";4573;6104143,77;52987;354
"351660 Gália";50;25702,69;461;10
"351670 Garça";1209;3000351,29;46370;41
"351690 General Salgado";262;102311,94;902;9
"351740 Guaíra";993;513376,25;2344;29
"351760 Guapiara";390;194838,45;1488;23
"351770 Guará";281;120233,58;680;5
"351780 Guaraçaí";220;58188,64;699;11
"351820 Guararapes";940;469973,98;2947;50
"351830 Guararema";700;326409,62;2119;26
"351840 Guaratinguetá";4466;6801266,88;26133;315
"351860 Guariba";732;329332,32;2486;21
"351870 Guarujá";7097;9881063,46;42121;538
"351880 Guarulhos";32662;47778748,91;321552;2429
"351900 Herculândia";439;421648,86;1148;13
"351907 Hortolândia";3404;1803508,60;9886;189
"351910 Iacanga";183;38321,38;385;5
"351930 Ibaté";607;313856,92;1354;20
"351940 Ibirá";20;8414,26;54;1
"351960 Ibitinga";2654;1667157,48;8456;169
"351970 Ibiúna";649;397910,95;2625;7
"351990 Iepê";271;115318,26;756;9
"352010 Igarapava";778;368891,52;3934;29
"352044 Ilha Solteira";1093;595286,14;4046;93
"352040 Ilhabela";1174;689474,97;3780;35
"352050 Indaiatuba";6791;8282720,13;39513;373
"352070 Indiaporã";171;66988,95;748;4
"352090 Ipaussu";300;143845,74;1133;29
"352130 Ipuã";212;91393,16;511;7
"352170 Itaberá";342;159481,97;1003;16
"352180 Itaí";194;80127,64;931;25
"352190 Itajobi";49;17996,72;216;7
"352210 Itanhaém";6846;4940378,25;29497;268
"352220 Itapecerica da Serra";11350;10325878,98;46874;593
"352230 Itapetininga";5293;4280321,71;24101;529
"352240 Itapeva";4645;5855039,58;18447;293
"352250 Itapevi";7909;7417231,75;36068;239
"352260 Itapira";3218;5936841,70;82569;208
"352270 Itápolis";1833;1391590,90;5235;138
"352280 Itaporanga";925;377153,37;2666;54
"352290 Itapuí";126;55369,74;450;5
"352310 Itaquaquecetuba";8588;7893751,82;52555;478
"352320 Itararé";2064;1120683,07;6239;114
"352340 Itatiba";2638;2237103,65;8547;112
"352350 Itatinga";227;42102,62;587;5
"352360 Itirapina";85;37569,06;235;13
"352390 Itu";4931;10841754,11;79030;361
"352400 Itupeva";932;414660,70;2552;43
"352410 Ituverava";1801;2041654,47;5199;147
"352420 Jaborandi";27;10999,92;128;2
"352430 Jaboticabal";1611;1367876,06;5875;106
"352440 Jacareí";8352;10477379,27;32506;445
"352450 Jaci";80;2804405,48;37814;4
"352470 Jaguariúna";1696;1153044,29;5401;75
"352480 Jales";4346;5897505,91;14780;299
"352520 Jarinu";264;100636,37;1105;16
"352530 Jaú";14133;34664893,85;94742;954
"352550 Joanópolis";91;28573,02;425;9
"352570 José Bonifácio";217;78375,22;781;16
"352590 Jundiaí";25416;27255342,25;108684;1157
"352600 Junqueirópolis";844;349178,85;2626;42
"352640 Laranjal Paulista";824;386790,50;2296;33
"352670 Leme";3197;2699591,84;12910;222
"352680 Lençóis Paulista";1334;795813,91;3528;69
"352690 Limeira";8716;18082141,32;37936;602
"352710 Lins";3996;6751916,06;64659;252
"352720 Lorena";3681;3699633,94;18114;228
"352730 Louveira";1774;1025059,04;3735;49
"352740 Lucélia";366;156055,99;1774;52
"352800 Macatuba";437;155800,15;863;15
"352810 Macaubal";30;13540,17;116;-
"352850 Mairiporã";1076;421449,77;2945;64
"352880 Maracaí";378;160054,15;1736;16
"352900 Marília";15317;32939723,08;112241;1032
"352920 Martinópolis";271;144509,13;1071;16
"352930 Matão";3659;7056368,98;16164;273
"352940 Mauá";7697;8142682,22;40940;531
"352970 Miguelópolis";389;176622,47;871;4
"353010 Mirandópolis";1987;1484665,24;8082;123
"353030 Mirassol";1201;483781,50;2350;4
"353050 Mococa";3186;2776465,59;11495;237
"353060 Mogi das Cruzes";18207;29741058,18;121398;1663
"353070 Mogi Guaçu";5690;7464967,84;24931;411
"353080 Mogi Mirim";2622;5039345,05;24770;238
"353110 Mongaguá";316;96074,93;1649;17
"353130 Monte Alto";859;1090624,27;3784;77
"353140 Monte Aprazível";997;315398,23;2563;23
"353150 Monte Azul Paulista";846;295267,85;2141;21
"353180 Monte Mor";897;364603,91;2266;41
"353190 Morro Agudo";795;375563,72;1834;11
"353200 Morungaba";100;44434,00;272;3
"353240 Nazaré Paulista";55;22809,23;281;9
"353250 Neves Paulista";30;8641,69;83;2
"353260 Nhandeara";434;420559,35;4195;11
"353290 Nova Europa";183;85275,07;488;7
"353300 Nova Granada";757;211165,20;2140;11
"353340 Nova Odessa";1138;461396,90;4018;76
"353350 Novo Horizonte";1246;747182,31;3212;56
"353390 Olímpia";1735;1555664,40;6577;93
"353430 Orlândia";1628;721871,56;2713;48
"353440 Osasco";15725;16068489,97;96309;1148
"353460 Osvaldo Cruz";1331;658468,41;3967;123
"353470 Ourinhos";5991;9659693,94;22510;348
"353475 Ouroeste";186;89761,27;565;13
"353490 Pacaembu";144;22216,37;383;8
"353520 Palmeira d'Oeste";200;57201,80;508;4
"353530 Palmital";829;358111,63;2569;79
"353540 Panorama";260;95280,86;1106;22
"353550 Paraguaçu Paulista";1761;1659281,44;6195;157
"353580 Paranapanema";74;32784,32;317;-
"353600 Parapuã";301;99503,09;1360;23
"353620 Pariquera-Açu";6029;5991442,12;25916;523
"353630 Patrocínio Paulista";624;297455,23;1659;24
"353650 Paulínia";1808;1346414,31;8935;111
"353660 Paulo de Faria";18;6941,11;42;5
"353670 Pederneiras";910;363542,91;2326;41
"353700 Pedregulho";672;228852,41;1854;17
"353710 Pedreira";766;372012,27;3071;90
"353730 Penápolis";2347;1647429,61;13951;184
"353740 Pereira Barreto";729;285854,73;1898;32
"353780 Piedade";1332;698439,85;4553;114
"353790 Pilar do Sul";659;241232,40;2273;50
"353800 Pindamonhangaba";4567;5103755,89;23081;299
"353860 Piracaia";203;79680,05;766;20
"353870 Piracicaba";17754;31409003,16;68262;919
"353880 Piraju";1225;575663,02;3936;83
"353890 Pirajuí";493;938748,41;12281;41
"353900 Pirangi";223;80090,75;464;7
"353930 Pirassununga";1505;1696841,58;6874;156
"353940 Piratininga";166;41727,44;619;15
"353950 Pitangueiras";877;436753,78;2575;51
"353980 Poá";603;252915,06;2768;92
"354000 Pompéia";237;95607,59;1136;21
"354020 Pontal";661;346069,82;1238;18
"354040 Populina";76;32926,55;214;1
"354060 Porto Feliz";1606;1185463,53;4504;93
"354070 Porto Ferreira";1290;970016,05;4033;84
"354080 Potirendaba";213;74103,20;385;4
"354100 Praia Grande";4798;4848190,59;28495;375
"354120 Presidente Bernardes";576;209615,97;1414;17
"354130 Presidente Epitácio";1617;687023,59;4459;87
"354140 Presidente Prudente";23349;36344943,05;149179;1216
"354150 Presidente Venceslau";998;923908,27;3921;54
"354160 Promissão";1422;1580516,48;6566;157
"354190 Queluz";68;25048,81;303;3
"354220 Rancharia";1751;1427433,26;5392;88
"354240 Regente Feijó";157;56300,97;469;20
"354260 Registro";3513;2613602,73;16378;179
"354290 Ribeirão Bonito";116;52267,04;330;6
"354300 Ribeirão Branco";275;109412,71;890;25
"354330 Ribeirão Pires";1548;744088,19;5590;65
"354340 Ribeirão Preto";45703;93265082,91;234014;2198
"354380 Rinópolis";121;47248,28;473;18
"354390 Rio Claro";4931;8534920,33;43665;287
"354400 Rio das Pedras";253;96521,16;991;23
"354420 Riolândia";42;14456,88;247;4
"354425 Rosana";2027;1075991,71;11559;68
"354490 Sales Oliveira";101;21564,67;239;3
"354500 Salesópolis";155;50359,77;379;15
"354520 Salto";2774;2160421,52;10430;193
"354530 Salto de Pirapora";1039;475477,60;2933;57
"354540 Salto Grande";345;136832,31;1074;27
"354560 Santa Adélia";23;8826,97;85;-
"354580 Santa Bárbara d'Oeste";3989;3101683,92;11514;192
"354630 Santa Cruz das Palmeiras";874;394042,25;1988;49
"354640 Santa Cruz do Rio Pardo";2187;2335321,22;8127;129
"354660 Santa Fé do Sul";1460;1462662,63;7529;135
"354680 Santa Isabel";1367;1395703,12;6715;103
"354750 Santa Rita do Passa Quatro";931;1606054,16;30244;47
"354760 Santa Rosa de Viterbo";609;230118,54;2200;32
"354730 Santana de Parnaíba";2562;962135,04;8512;67
"354770 Santo Anastácio";820;267903,96;2282;34
"354780 Santo André";24144;39533620,14;114997;1793
"354790 Santo Antônio da Alegria";24;9110,87;74;5
"354850 Santos";17575;28425093,45;105427;1020
"354860 São Bento do Sapucaí";285;137140,08;1153;24
"354870 São Bernardo do Campo";22609;39323747,00;114441;1325
"354880 São Caetano do Sul";4074;5849633,79;20085;313
"354890 São Carlos";9995;14529434,30;42137;619
"354910 São João da Boa Vista";3425;3960793,55;13593;403
"354940 São Joaquim da Barra";1633;1840147,48;6649;140
"354970 São José do Rio Pardo";3163;2816619,59;10245;216
"354980 São José do Rio Preto";38569;98374242,15;195616;2323
"354990 São José dos Campos";28621;47492978,58;134139;1835
"355000 São Luís do Paraitinga";111;46021,45;456;13
"355010 São Manuel";772;294382,80;2427;39
"355020 São Miguel Arcanjo";436;173279,41;2158;32
"355030 São Paulo";379989;632207059,64;2300954;22375
"355040 São Pedro";872;408148,50;1744;10
"355060 São Roque";2184;1117019,73;6815;119
"355070 São Sebastião";2866;2175087,81;10473;94
"355080 São Sebastião da Grama";269;95367,88;974;23
"355090 São Simão";278;160174,79;1426;17
"355100 São Vicente";6296;4778148,35;28303;520
"355160 Serra Negra";780;317026,60;2121;62
"355150 Serrana";1647;1294122,36;8488;78
"355170 Sertãozinho";4281;5337798,41;13428;191
"355200 Silveiras";13;3703,92;58;2
"355210 Socorro";2437;812466,00;4055;85
"355220 Sorocaba";32172;51407292,02;176276;2255
"355230 Sud Mennucci";156;75868,42;385;-
"355240 Sumaré";9372;15819876,74;39089;358
"355250 Suzano";3926;4250616,32;16633;113
"355260 Tabapuã";112;35478,07;330;6
"355270 Tabatinga";280;126111,59;782;11
"355280 Taboão da Serra";13650;17622519,45;68962;676
"355300 Taguaí";412;150301,26;1073;16
"355330 Tambaú";718;308264,58;1770;23
"355340 Tanabi";570;396821,99;5347;15
"355360 Tapiratiba";154;77112,13;590;11
"355370 Taquaritinga";2405;1605973,49;7647;145
"355380 Taquarituba";1027;415665,23;2676;37
"355400 Tatuí";3281;2829582,48;13772;227
"355410 Taubaté";13381;31153711,23;71104;861
"355430 Teodoro Sampaio";884;239720,46;1969;35
"355440 Terra Roxa";138;56562,57;457;-
"355450 Tietê";1319;544841,72;3322;51
"355500 Tupã";4445;8348463,20;68904;245
"355510 Tupi Paulista";677;327696,15;2106;52
"355540 Ubatuba";2510;1467788,77;8220;121
"355580 Urânia";60;18566,86;200;-
"355600 Urupês";52;18674,22;257;5
"355620 Valinhos";2018;1960697,21;8903;122
"355630 Valparaíso";445;185574,49;1032;18
"355640 Vargem Grande do Sul";1256;594795,61;3878;82
"355650 Várzea Paulista";366;102548,48;1902;11
"355670 Vinhedo";1979;1292378,42;7178;134
"355680 Viradouro";292;122995,14;718;16
"355700 Votorantim";1929;1229337,75;6493;78
"355710 Votuporanga";6082;9218758,30;25360;410
"410045 Altamira do Paraná";172;43487,43;238;5
"410060 Alto Paraná";493;251246,40;1592;6
"410050 Altônia";279;141830,26;663;17
"410080 Alvorada do Sul";72;24161,22;277;8
"410090 Amaporã";69;16217,71;241;2
"410100 Ampére";754;339002,27;2055;23
"410110 Andirá";504;226668,36;1733;22
"410120 Antonina";155;58941,92;404;9
"410140 Apucarana";7895;12042145,39;30803;541
"410150 Arapongas";9307;34625301,13;40359;718
"410170 Araruna";329;131237,36;781;14
"410180 Araucária";3148;3038144,67;10667;118
"410190 Assaí";285;68207,40;570;2
"410200 Assis Chateaubriand";2437;2034088,33;4814;64
"410210 Astorga";1173;464194,80;3889;30
"410220 Atalaia";1;218,68;8;-
"410240 Bandeirantes";2067;2362399,14;8176;123
"410250 Barbosa Ferraz";476;185388,77;1373;11
"410280 Bela Vista do Paraíso";198;75199,99;636;7
"410290 Bituruna";481;167956,66;1328;16
"410305 Boa Vista da Aparecida";165;72427,01;385;10
"410310 Bocaiúva do Sul";18;7017,06;108;-
"410330 Borrazópolis";74;22285,94;219;2
"410360 Cambará";313;119029,29;1286;13
"410370 Cambé";2919;2306177,21;11758;111
"410390 Campina da Lagoa";879;364322,04;2533;6
"410400 Campina Grande do Sul";17169;62705539,84;51727;992
"410420 Campo Largo";30800;85381385,90;124764;1442
"410430 Campo Mourão";7717;11640488,59;30195;638
"410440 Cândido de Abreu";148;92157,27;371;-
"410442 Candói";603;358588,48;1754;10
"410450 Capanema";508;308856,13;1210;5
"410460 Capitão Leônidas Marques";642;290798,04;1547;35
"410480 Cascavel";27912;58604254,02;100854;1251
"410490 Castro";2099;1956502,86;7854;95
"410510 Centenário do Sul";170;61902,95;464;11
"410520 Cerro Azul";124;46174,74;334;4
"410530 Céu Azul";508;291577,45;1038;25
"410540 Chopinzinho";1100;514560,28;2739;23
"410550 Cianorte";4763;4234761,22;12543;316
"410560 Cidade Gaúcha";273;107914,37;573;-
"410570 Clevelândia";412;231368,08;1123;6
"410580 Colombo";2710;1212457,58;7312;-
"410590 Colorado";2522;1280833,41;6471;78
"410620 Contenda";206;66715,51;530;3
"410630 Corbélia";1196;577472,79;2656;25
"410640 Cornélio Procópio";4499;4457815,08;20399;324
"410650 Coronel Vivida";745;321062,43;1330;18
"410680 Cruz Machado";181;81722,72;874;8
"410660 Cruzeiro do Oeste";369;114391,23;570;12
"410670 Cruzeiro do Sul";16;6371,69;31;-
"410690 Curitiba";88686;195777494,29;413255;4289
"410715 Diamante D'Oeste";61;28939,12;235;2
"410710 Diamante do Norte";31;6879,33;117;10
"410720 Dois Vizinhos";2277;1312150,48;6535;58
"410750 Engenheiro Beltrão";603;234321,56;1262;14
"410753 Entre Rios do Oeste";232;102308,46;505;-
"410765 Fazenda Rio Grande";1349;625127,61;3077;1
"410775 Figueira";133;28616,62;438;7
"410800 Florestópolis";52;22203,66;157;1
"410820 Formosa do Oeste";319;141571,18;1163;8
"410830 Foz do Iguaçu";13118;21382188,81;63448;708
"410840 Francisco Beltrão";10663;14755452,30;38099;436
"410860 Goioerê";1720;654529,49;5060;57
"410870 Grandes Rios";206;79695,24;580;-
"410880 Guaíra";983;568281,66;3299;24
"410890 Guairaçá";27;9133,17;126;-
"410930 Guaraniaçu";1010;457183,04;3162;39
"410940 Guarapuava";9702;15522583,20;35750;637
"410950 Guaraqueçaba";60;13560,49;192;2
"410960 Guaratuba";559;245384,93;1159;7
"410970 Ibaiti";297;126949,56;906;20
"410975 Ibema";144;67206,36;461;6
"410980 Ibiporã";2383;1057740,32;6805;44
"411030 Inajá";40;13424,12;165;2
"411040 Indianópolis";146;58412,13;514;6
"411060 Iporã";231;69198,98;487;-
"411070 Irati";3415;3268366,40;13927;168
"411090 Itaguajé";41;14563,87;109;-
"411100 Itambaracá";172;66273,18;503;2
"411110 Itambé";50;18837,06;193;2
"411125 Itaperuçu";759;431403,05;2021;12
"411130 Itaúna do Sul";84;16118,86;121;-
"411140 Ivaí";200;88429,89;562;2
"411150 Ivaiporã";4017;5467561,70;13973;271
"411170 Jaboti";133;58969,18;367;6
"411180 Jacarezinho";2522;2530232,34;9264;263
"411190 Jaguapitã";234;85461,94;404;7
"411200 Jaguariaíva";1462;586205,66;3325;44
"411210 Jandaia do Sul";1483;3985288,64;53805;21
"411240 Japurá";314;146880,89;917;8
"411250 Jardim Alegre";366;158508,78;1254;4
"411270 Jataizinho";642;363393,44;1598;2
"411275 Jesuítas";309;147524,34;729;10
"411280 Joaquim Távora";277;98563,58;1025;8
"411300 Jussara";41;6624,65;72;-
"411310 Kaloré";100;63910,47;486;3
"411320 Lapa";780;1074231,54;11438;28
"411330 Laranjeiras do Sul";2603;1282583,17;6891;102
"411345 Lindoeste";115;58197,25;360;5
"411350 Loanda";881;1186739,39;13870;12
"411370 Londrina";42358;93754656,05;262143;2802
"411375 Lunardelli";250;127209,56;841;6
"411380 Lupionópolis";35;10630,48;107;3
"411390 Mallet";441;162909,19;1342;19
"411420 Mandaguari";1034;313551,31;2605;23
"411430 Mandirituba";360;92078,43;672;8
"411440 Mangueirinha";723;331486,30;1660;17
"411450 Manoel Ribas";234;111961,39;509;4
"411460 Marechal Cândido Rondon";881;376519,51;2945;27
"411500 Marilena";221;75579,70;714;6
"411520 Maringá";25590;47002320,11;143412;1238
"411550 Marumbi";10;5046,91;35;-
"411560 Matelândia";943;326759,98;2146;19
"411570 Matinhos";271;136190,16;523;-
"411580 Medianeira";2357;1739302,98;6179;61
"411600 Miraselva";10;3158,19;39;2
"411605 Missal";372;201849,51;650;8
"411620 Morretes";176;61691,15;458;9
"411670 Nova Aurora";711;327887,05;1629;11
"411680 Nova Cantu";166;74241,35;495;4
"411690 Nova Esperança";471;187366,18;1847;16
"411695 Nova Esperança do Sudoeste";82;22941,34;207;3
"411700 Nova Fátima";231;110754,82;866;3
"411710 Nova Londrina";393;150202,38;996;10
"411720 Nova Olímpia";20;5562,43;59;-
"411722 Nova Santa Rosa";107;54085,53;393;7
"411727 Nova Tebas";457;167443,74;1145;2
"411750 Paiçandu";250;102198,82;1050;13
"411760 Palmas";2093;2378535,31;5339;143
"411770 Palmeira";751;251914,19;2144;23
"411790 Palotina";669;343750,49;1564;16
"411800 Paraíso do Norte";444;168574,26;995;6
"411820 Paranaguá";4526;3919208,63;18006;262
"411840 Paranavaí";5545;5826390,18;21692;397
"411845 Pato Bragado";46;18427,34;149;1
"411850 Pato Branco";8776;16645250,65;28166;439
"411870 Paulo Frontin";105;19559,88;246;10
"411890 Pérola";79;24195,96;204;1
"411910 Piên";695;163092,87;844;9
"411915 Pinhais";2905;1906382,58;20233;8
"411920 Pinhalão";281;128936,34;828;5
"411930 Pinhão";1495;729226,13;3964;31
"411940 Piraí do Sul";207;45899,32;492;8
"411950 Piraquara";1717;4895956,32;81151;3
"411960 Pitanga";2388;1133981,14;4694;60
"411970 Planaltina do Paraná";59;15017,13;276;1
"411980 Planalto";255;109036,34;594;2
"411990 Ponta Grossa";17019;28868223,47;79063;951
"412000 Porecatu";121;30030,31;485;3
"412020 Porto Rico";57;21703,86;110;-
"412033 Prado Ferreira";15;2489,98;45;-
"412035 Pranchita";450;227823,20;1219;15
"412060 Prudentópolis";2940;965632,43;7014;54
"412090 Quedas do Iguaçu";791;387401,70;2058;25
"412100 Querência do Norte";302;143824,52;596;7
"412120 Quitandinha";365;183234,33;919;29
"412150 Rebouças";443;380422,65;5480;13
"412180 Ribeirão Claro";452;158458,85;1388;16
"412190 Ribeirão do Pinhal";749;358822,98;1519;18
"412200 Rio Azul";510;208690,66;1249;3
"412220 Rio Branco do Sul";446;92201,56;959;11
"412230 Rio Negro";650;286658,20;2047;34
"412240 Rolândia";3972;4548427,81;46240;51
"412250 Roncador";585;362078,45;1583;20
"412260 Rondon";279;86455,44;567;3
"412265 Rosário do Ivaí";365;209444,32;958;-
"412290 Salto do Itararé";14;2976,14;64;3
"412310 Santa Amélia";17;8141,07;77;-
"412350 Santa Helena";609;275321,85;1412;8
"412370 Santa Isabel do Ivaí";143;43289,89;336;1
"412380 Santa Izabel do Oeste";206;96631,47;539;7
"412390 Santa Mariana";2470;2588555,02;6306;4
"412400 Santana do Itararé";87;37835,64;393;5
"412410 Santo Antônio da Platina";3828;3060942,87;13096;94
"412420 Santo Antônio do Caiuá";22;5513,90;91;-
"412440 Santo Antônio do Sudoeste";583;298109,62;1782;13
"412460 São Carlos do Ivaí";78;24401,43;243;2
"412490 São João do Caiuá";59;24942,45;203;2
"412500 São João do Ivaí";238;88839,76;446;3
"412510 São João do Triunfo";50;21090,35;184;6
"412520 São Jorge d'Oeste";315;142158,47;1031;6
"412535 São Jorge do Patrocínio";175;68430,79;475;-
"412540 São José da Boa Vista";105;36825,87;329;-
"412545 São José das Palmeiras";146;80757,75;420;-
"412550 São José dos Pinhais";7729;11545706,16;28438;157
"412560 São Mateus do Sul";1556;557690,69;3672;36
"412570 São Miguel do Iguaçu";191;77736,75;393;-
"412580 São Pedro do Ivaí";296;147642,94;713;6
"412620 Sapopema";18;4278,11;74;-
"412625 Sarandi";5029;11328846,79;24306;399
"412640 Sertaneja";4;1965,94;6;1
"412660 Siqueira Campos";155;64473,36;425;7
