 Procedimentos hospitalares do SUS - por local de internação - Brasil
Internações por Município e Ano/mês processamento
Procedimentos:todos
Período:Abr-Dez/2020
"Município";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"Total"
"292925 São Gabriel";23;26;26;15;19;25;11;17;31;193
"292930 São Gonçalo dos Campos";9;5;15;5;-;8;-;-;-;42
"292940 São Miguel das Matas";152;116;118;119;111;109;151;153;140;1169
"292950 São Sebastião do Passé";73;41;50;76;63;46;70;59;-;478
"292960 Sapeaçu";44;45;43;43;44;45;38;37;-;339
"292970 Sátiro Dias";29;26;20;33;20;24;33;-;-;185
"292980 Saúde";30;21;32;25;31;37;38;16;-;230
"292990 Seabra";646;287;266;179;270;295;220;163;496;2822
"293000 Sebastião Laranjeiras";5;10;8;7;8;7;10;-;-;55
"293010 Senhor do Bonfim";197;181;165;232;179;180;191;185;213;1723
"293020 Sento Sé";39;54;48;40;37;35;49;4;-;306
"293015 Serra do Ramalho";-;-;-;-;-;15;5;6;8;34
"293030 Serra Dourada";68;78;73;71;44;64;65;67;57;587
"293040 Serra Preta";-;26;18;10;-;22;20;-;19;115
"293050 Serrinha";179;106;124;119;162;167;250;181;-;1288
"293060 Serrolândia";30;27;12;22;13;17;25;20;22;188
"293070 Simões Filho";244;272;262;251;239;249;300;267;225;2309
"293075 Sítio do Mato";18;31;27;30;29;18;-;11;20;184
"293077 Sobradinho";30;30;23;30;22;25;28;21;27;236
"293080 Souto Soares";45;30;34;42;30;36;37;43;36;333
"293090 Tabocas do Brejo Velho";29;38;38;36;44;46;44;-;93;368
"293105 Tanque Novo";46;23;41;32;51;41;20;30;-;284
"293110 Tanquinho";3;-;-;4;4;-;4;1;3;19
"293120 Taperoá";34;25;17;21;14;7;22;12;-;152
"293130 Tapiramutá";49;57;47;43;61;58;44;49;-;408
"293135 Teixeira de Freitas";963;1011;836;1045;1055;1059;1014;1198;-;8181
"293150 Teofilândia";30;10;8;21;-;28;16;12;16;141
"293160 Teolândia";33;25;31;22;19;34;29;25;28;246
"293180 Tremedal";12;24;15;24;22;15;11;19;-;142
"293190 Tucano";83;114;82;66;81;53;-;-;-;479
"293200 Uauá";33;31;44;34;33;45;44;36;37;337
"293210 Ubaíra";62;63;51;41;38;59;51;34;36;435
"293220 Ubaitaba";146;145;146;138;144;146;143;144;144;1296
"293230 Ubatã";29;30;12;11;13;20;-;25;-;140
"293240 Uibaí";113;24;37;38;24;27;27;25;29;344
"293250 Una";29;40;42;30;38;33;57;49;38;356
"293260 Urandi";83;50;34;27;51;73;48;23;48;437
"293280 Utinga";19;16;20;22;28;25;33;41;28;232
"293290 Valença";287;321;329;321;326;312;462;490;461;3309
"293300 Valente";45;37;21;40;31;21;41;29;26;291
"293305 Várzea da Roça";8;8;6;13;10;10;5;10;6;76
"293310 Várzea do Poço";40;15;10;42;26;20;25;25;26;229
"293315 Várzea Nova";92;91;93;92;93;93;93;93;91;831
"293320 Vera Cruz";32;52;64;31;40;33;34;31;13;330
"293325 Vereda";12;13;14;13;8;16;10;10;6;102
"293330 Vitória da Conquista";2379;2229;2156;2413;2572;2556;2602;2439;2437;21783
"293340 Wagner";84;63;85;82;73;105;110;115;76;793
"293345 Wanderley";144;143;101;185;136;145;144;141;143;1282
"293350 Wenceslau Guimarães";31;54;39;43;11;25;27;22;26;278
"293360 Xique-Xique";139;128;114;130;169;117;119;196;160;1272
"310020 Abaeté";88;65;62;85;90;81;81;76;79;707
"310030 Abre Campo";56;47;62;64;81;77;95;129;130;741
"310090 Águas Formosas";116;130;134;92;83;124;139;112;59;989
"310100 Águas Vermelhas";31;38;38;40;61;58;73;50;44;433
"310110 Aimorés";132;120;128;154;148;174;151;116;137;1260
"310120 Aiuruoca";22;61;107;64;98;131;-;-;-;483
"310130 Alagoa";3;3;1;3;3;3;4;2;3;25
"310150 Além Paraíba";110;127;132;120;140;132;122;114;121;1118
"310160 Alfenas";754;826;862;901;1231;744;1061;898;1153;8430
"310170 Almenara";399;416;437;411;401;448;432;417;-;3361
"310190 Alpinópolis";31;37;28;36;49;56;51;59;41;388
"310200 Alterosa";53;38;44;22;50;47;53;46;51;404
"310210 Alto Rio Doce";13;12;7;8;17;16;14;14;16;117
"310230 Alvinópolis";29;27;11;21;18;11;33;32;33;215
"310260 Andradas";138;122;121;144;74;181;185;135;169;1269
"310280 Andrelândia";23;38;24;20;35;44;36;42;44;306
"310290 Antônio Carlos";1;-;1;2;4;3;3;3;1;18
"310340 Araçuaí";298;254;251;285;278;275;-;-;-;1641
"310350 Araguari";383;324;344;237;281;425;354;230;315;2893
"310375 Araporã";22;26;26;18;18;24;32;17;32;215
"310400 Araxá";202;291;290;197;219;428;290;298;338;2553
"310420 Arcos";95;74;96;101;97;105;88;93;88;837
"310430 Areado";53;39;27;20;15;16;28;28;41;267
"310450 Arinos";12;17;17;17;23;20;10;11;24;151
"310470 Ataléia";40;44;16;11;19;18;29;31;14;222
"310490 Baependi";143;161;115;185;163;173;154;221;131;1446
"310510 Bambuí";139;147;125;128;149;125;132;117;125;1187
"310540 Barão de Cocais";53;81;70;83;70;67;84;-;-;508
"310560 Barbacena";968;987;931;1075;1003;879;974;951;892;8660
"310590 Barroso";76;89;92;91;97;92;99;90;77;803
"310620 Belo Horizonte";18600;18219;17994;18755;18531;18237;19738;19998;19071;169143
"310630 Belo Oriente";2;14;19;3;78;123;44;38;29;350
"310640 Belo Vale";56;56;52;47;52;52;57;52;49;473
"310650 Berilo";15;17;23;19;22;29;28;31;14;198
"310670 Betim";1448;1496;1355;1354;1384;1393;1363;1549;1371;12713
"310690 Bicas";61;78;76;59;60;64;62;69;75;604
"310710 Boa Esperança";147;113;92;147;151;146;80;87;137;1100
"310730 Bocaiúva";222;221;174;168;247;227;253;232;245;1989
"310740 Bom Despacho";139;248;65;217;127;101;158;119;181;1355
"310750 Bom Jardim de Minas";17;14;16;13;15;16;19;12;18;140
"310800 Bom Sucesso";19;15;10;22;33;27;28;34;21;209
"310840 Botelhos";17;19;16;12;18;21;17;11;-;131
"310860 Brasília de Minas";382;363;377;327;435;401;427;395;378;3485
"310890 Brazópolis";21;17;17;21;13;12;17;23;10;151
"310900 Brumadinho";49;38;45;61;53;72;78;72;65;533
"310910 Bueno Brandão";38;35;26;20;21;31;34;24;29;258
"310930 Buritis";85;100;90;80;74;79;80;76;72;736
"310950 Cabo Verde";74;64;66;71;67;52;69;63;82;608
"310270 Cachoeira de Pajeú";20;20;15;21;24;23;27;29;35;214
"310990 Caetanópolis";42;57;59;53;75;83;78;74;67;588
"311000 Caeté";119;107;85;106;142;118;104;143;115;1039
"311030 Caldas";31;33;29;32;32;34;39;45;26;301
"311050 Camanducaia";103;79;72;84;82;93;96;109;91;809
"311060 Cambuí";119;116;127;154;98;145;155;130;177;1221
"311070 Cambuquira";44;42;44;42;40;45;55;44;34;390
"311090 Campanha";14;12;27;39;20;21;15;17;19;184
"311100 Campestre";62;82;69;31;71;70;89;67;68;609
"311110 Campina Verde";94;61;51;56;57;37;62;51;55;524
"311120 Campo Belo";418;405;407;397;381;341;354;384;393;3480
"311130 Campo do Meio";11;12;19;16;10;7;17;13;9;114
"311150 Campos Altos";65;59;69;34;20;57;61;65;56;486
"311160 Campos Gerais";73;71;92;98;91;88;101;111;112;837
"311180 Canápolis";29;49;29;48;25;35;34;37;24;310
"311200 Candeias";26;27;20;21;35;32;21;28;24;234
"311230 Capelinha";183;185;179;180;178;183;185;179;182;1634
"311260 Capinópolis";25;19;19;24;13;20;30;29;34;213
"311280 Capitólio";3;13;6;7;10;6;11;10;7;73
"311300 Caraí";48;59;50;54;43;45;50;58;54;461
"311320 Carandaí";59;61;51;76;80;64;57;67;56;571
"311330 Carangola";569;541;530;553;567;529;533;541;524;4887
"311340 Caratinga";337;409;306;345;387;294;546;631;432;3687
"311350 Carbonita";19;15;15;27;29;23;17;25;22;192
"311360 Careaçu";28;32;30;16;24;16;42;21;25;234
"311370 Carlos Chagas";65;55;61;94;63;73;57;92;101;661
"311390 Carmo da Cachoeira";34;31;30;34;29;27;27;33;37;282
"311400 Carmo da Mata";5;4;3;4;5;8;5;9;5;48
"311410 Carmo de Minas";23;33;36;48;33;30;41;55;28;327
"311430 Carmo do Paranaíba";50;54;38;48;35;54;55;68;44;446
"311440 Carmo do Rio Claro";95;94;78;82;61;77;119;65;57;728
"311450 Carmópolis de Minas";48;56;49;43;39;41;47;48;47;418
"311460 Carrancas";10;12;5;5;6;8;11;6;9;72
"311510 Cássia";179;118;157;179;151;133;197;221;203;1538
"311530 Cataguases";381;311;288;278;268;321;330;327;324;2828
"311550 Caxambu";75;58;59;62;53;57;60;57;62;543
"311570 Central de Minas";14;6;10;10;8;13;12;10;6;89
"311580 Centralina";45;26;13;13;16;18;15;16;32;194
"311615 Chapada Gaúcha";7;7;1;8;7;7;-;-;-;37
"311630 Cipotânea";15;17;16;16;11;13;17;16;12;133
"311660 Cláudio";111;90;93;119;109;108;117;109;103;959
"311680 Coluna";23;23;24;24;24;30;18;23;9;198
"311710 Conceição da Aparecida";40;40;40;35;43;35;36;37;35;341
"311730 Conceição das Alagoas";93;72;103;70;109;73;82;123;113;838
"311750 Conceição do Mato Dentro";26;22;25;28;35;19;68;47;43;313
"311770 Conceição do Rio Verde";35;34;37;35;35;34;35;29;25;299
"311800 Congonhas";170;173;157;153;178;126;159;81;77;1274
"311820 Conquista";5;7;8;2;6;7;3;4;3;45
"311830 Conselheiro Lafaiete";402;368;416;487;430;421;460;453;395;3832
"311840 Conselheiro Pena";33;15;23;35;21;15;3;9;6;160
"311860 Contagem";1501;1181;1476;1523;1531;1841;2006;1663;1591;14313
"311880 Coração de Jesus";62;106;70;70;74;89;81;114;96;762
"311930 Coromandel";91;69;75;74;97;63;73;83;72;697
"311940 Coronel Fabriciano";190;176;169;183;157;175;202;211;208;1671
"312020 Cristais";9;9;14;13;17;19;18;22;17;138
"312050 Cristina";62;61;39;66;54;57;71;61;63;534
"312080 Cruzília";146;110;119;129;134;140;129;152;127;1186
"312090 Curvelo";504;552;518;512;511;556;558;559;500;4770
"312120 Delfinópolis";9;3;5;6;2;6;7;7;5;50
"312160 Diamantina";515;596;591;652;572;578;595;613;626;5338
"312200 Divino";31;28;26;25;35;31;38;48;30;292
"312210 Divino das Laranjeiras";9;2;5;4;4;6;8;7;6;51
"312230 Divinópolis";1103;859;927;1224;902;1130;1090;1190;1388;9813
"312260 Dom Joaquim";-;23;8;14;10;10;17;16;14;112
"312270 Dom Silvério";11;-;16;9;8;7;6;9;10;76
"312320 Dores do Indaiá";62;63;62;51;53;56;59;51;62;519
"312360 Elói Mendes";140;115;139;155;142;137;146;150;147;1271
"312390 Entre Rios de Minas";65;55;66;76;68;84;57;74;60;605
"312400 Ervália";60;37;50;48;51;54;56;50;36;442
"312410 Esmeraldas";148;170;193;163;208;204;242;233;176;1737
"312420 Espera Feliz";36;44;40;44;60;49;61;38;63;435
"312430 Espinosa";81;73;61;72;78;61;53;97;-;576
"312450 Estiva";11;9;10;9;19;12;16;19;20;125
"312470 Estrela do Indaiá";14;18;21;8;21;18;21;14;7;142
"312490 Eugenópolis";34;21;29;22;37;33;36;32;41;285
"312510 Extrema";130;109;136;134;116;107;106;104;102;1044
"312560 Felisburgo";40;57;29;45;46;40;46;33;44;380
"312590 Ferros";24;24;18;24;27;39;23;25;23;227
"312595 Fervedouro";23;15;13;16;21;16;7;16;12;139
"312610 Formiga";257;293;264;237;218;193;239;206;230;2137
"312670 Francisco Sá";124;89;86;102;95;85;96;106;102;885
"312710 Frutal";235;250;230;239;196;185;180;168;174;1857
"312760 Gouveia";12;49;38;44;42;40;35;49;42;351
"312770 Governador Valadares";1743;2156;1910;1908;1560;2085;1866;1992;990;16210
"312780 Grão Mogol";60;63;72;83;59;60;80;98;75;650
"312800 Guanhães";369;324;246;223;256;264;279;266;269;2496
"312810 Guapé";20;18;20;17;13;20;18;23;10;159
"312820 Guaraciaba";-;-;5;14;5;9;6;10;17;66
"312830 Guaranésia";73;64;77;66;68;56;75;64;49;592
"312860 Guarda-Mor";6;5;9;6;10;8;8;5;10;67
"312870 Guaxupé";325;322;304;293;215;215;208;241;205;2328
"312910 Gurinhatã";7;6;6;12;8;8;9;6;8;70
"312940 Ibertioga";16;18;23;27;21;13;25;23;18;184
"312950 Ibiá";36;16;37;46;28;21;20;46;36;286
"312970 Ibiraci";4;-;-;-;-;-;4;2;-;10
"312980 Ibirité";323;384;279;396;447;406;344;305;-;2884
"313030 Iguatama";7;10;11;14;12;6;10;-;-;70
"313050 Ilicínea";24;21;22;33;26;17;21;19;16;199
"313090 Inhapim";33;31;31;48;65;63;34;53;54;412
"313120 Ipanema";79;75;75;78;92;79;104;93;82;757
"313130 Ipatinga";1832;2110;1724;1812;1748;1950;1865;1908;1806;16755
"313150 Ipuiúna";11;16;12;16;12;4;8;16;11;106
"313170 Itabira";534;651;610;679;654;774;754;780;662;6098
"313180 Itabirinha";42;38;41;47;47;47;49;50;43;404
"313190 Itabirito";145;125;147;124;108;137;138;152;165;1241
"313210 Itacarambi";25;23;20;26;28;16;23;21;-;182
"313220 Itaguara";71;60;50;71;69;81;76;74;47;599
"313230 Itaipé";33;32;28;28;27;28;28;36;-;240
"313240 Itajubá";604;600;622;640;671;708;676;794;-;5315
"313250 Itamarandiba";135;142;152;142;126;152;154;156;195;1354
"313270 Itambacuri";201;160;136;170;153;160;205;204;203;1592
"313300 Itamonte";73;69;77;74;80;88;88;79;-;628
"313310 Itanhandu";70;81;76;76;80;77;81;118;79;738
"313320 Itanhomi";46;37;22;29;20;29;41;46;24;294
"313330 Itaobim";173;189;203;208;220;203;222;169;190;1777
"313350 Itapecerica";29;52;48;46;63;57;75;66;61;497
"313375 Itaú de Minas";20;20;23;15;19;7;23;11;15;153
"313380 Itaúna";267;253;253;288;303;278;293;284;271;2490
"313420 Ituiutaba";352;326;317;324;290;300;368;380;425;3082
"313440 Iturama";123;110;126;110;109;131;120;114;114;1057
"313460 Jaboticatubas";31;27;28;25;18;19;8;13;27;196
"313470 Jacinto";48;61;39;73;61;40;134;125;73;654
"313490 Jacutinga";70;74;65;94;75;71;92;70;-;611
"313505 Jaíba";40;39;44;53;50;44;48;57;61;436
"313510 Janaúba";526;475;438;489;476;456;559;474;463;4356
"313520 Januária";214;160;239;238;200;197;-;-;-;1248
"313540 Jeceaba";16;5;2;9;9;4;11;4;8;68
"313580 Jequitinhonha";63;85;87;96;100;83;74;-;-;588
"313600 Joaíma";43;36;36;40;42;43;43;47;-;330
"313620 João Monlevade";312;349;355;419;380;385;349;397;356;3302
"313630 João Pinheiro";137;216;174;163;177;188;221;202;-;1478
"313650 Jordânia";25;25;13;18;17;-;-;-;-;98
"313670 Juiz de Fora";2620;2693;2555;3296;3125;3216;3218;3023;2888;26634
"313690 Juruaia";23;31;15;8;30;28;23;24;11;193
"313700 Ladainha";37;30;23;34;28;54;57;46;32;341
"313710 Lagamar";11;2;2;4;5;9;7;9;12;61
"313720 Lagoa da Prata";133;95;112;118;112;81;96;110;161;1018
"313750 Lagoa Formosa";24;17;18;22;26;49;42;56;-;254
"313760 Lagoa Santa";86;140;177;166;199;192;229;234;182;1605
"313770 Lajinha";35;33;34;33;26;50;55;45;41;352
"313780 Lambari";56;60;47;43;60;47;54;56;43;466
"313800 Laranjal";5;2;5;7;8;11;8;10;9;65
"313820 Lavras";393;437;432;363;409;452;394;470;473;3823
"313840 Leopoldina";237;246;187;161;250;196;190;281;213;1961
"313860 Lima Duarte";51;33;45;44;47;48;49;65;-;382
"313880 Luz";147;107;99;99;91;119;160;132;122;1076
"313890 Machacalis";32;48;31;25;39;39;48;53;56;371
"313900 Machado";125;148;115;168;134;134;149;117;119;1209
"313920 Malacacheta";127;121;86;96;102;86;113;124;123;978
"313930 Manga";134;137;122;132;112;130;126;128;128;1149
"313940 Manhuaçu";1054;876;733;715;791;951;916;1018;842;7896
"313950 Manhumirim";137;164;135;154;203;165;218;182;149;1507
"313960 Mantena";165;121;127;117;114;141;129;135;90;1139
"313980 Mar de Espanha";51;46;37;35;57;72;68;45;48;459
"313990 Maria da Fé";8;12;13;13;10;11;6;11;11;95
"314000 Mariana";212;204;184;198;202;207;225;186;206;1824
"314050 Martinho Campos";29;12;12;9;19;20;19;8;16;144
"314070 Mateus Leme";44;65;45;43;39;61;61;61;62;481
"314090 Matipó";121;94;128;154;180;141;160;139;97;1214
"314110 Matozinhos";65;44;38;31;31;38;33;73;-;353
"314120 Matutina";-;1;1;-;1;-;-;-;-;3
"314140 Medina";138;109;115;112;123;136;127;135;144;1139
"314150 Mendes Pimentel";32;34;34;34;29;31;33;31;35;293
"314160 Mercês";48;38;27;25;35;31;36;42;17;299
"314180 Minas Novas";196;189;185;176;212;208;216;214;256;1852
"314190 Minduri";5;5;4;9;7;8;4;14;9;65
"314200 Mirabela";47;50;53;70;52;33;40;39;55;439
"314220 Miraí";53;31;38;45;52;46;65;61;47;438
"314240 Moema";20;20;18;20;24;15;24;21;24;186
"314260 Monsenhor Paulo";13;15;12;18;11;20;19;13;26;147
"314270 Montalvânia";95;99;92;73;68;55;73;53;46;654
"314280 Monte Alegre de Minas";53;54;40;57;61;50;74;54;53;496
"314290 Monte Azul";81;56;76;134;101;75;88;90;-;701
"314300 Monte Belo";22;13;16;14;29;18;33;23;19;187
"314310 Monte Carmelo";281;276;262;270;319;312;338;313;364;2735
"314320 Monte Santo de Minas";43;82;70;78;63;77;82;69;83;647
"314330 Montes Claros";2701;2773;2624;2696;2581;2637;2663;2711;2751;24137
"314350 Morada Nova de Minas";19;15;12;11;14;13;15;20;15;134
"314390 Muriaé";829;879;1139;1325;1312;1301;1486;1600;1549;11420
"314400 Mutum";48;57;38;47;60;55;71;61;50;487
"314410 Muzambinho";106;74;74;93;95;78;99;90;89;798
"314430 Nanuque";185;154;162;163;113;158;167;153;-;1255
"314450 Nazareno";5;4;8;8;11;6;8;7;8;65
"314460 Nepomuceno";40;50;41;48;52;58;59;71;55;474
"314470 Nova Era";72;20;36;25;23;22;24;26;4;252
"314480 Nova Lima";296;331;282;312;328;340;365;355;303;2912
"314500 Nova Ponte";22;19;20;28;33;37;39;27;46;271
"314510 Nova Resende";27;28;19;27;23;25;28;38;28;243
"314520 Nova Serrana";206;195;240;150;285;285;290;225;91;1967
"314530 Novo Cruzeiro";57;62;68;78;85;90;83;90;76;689
"314560 Oliveira";208;244;216;241;232;237;247;236;253;2114
"314590 Ouro Branco";22;53;45;39;46;53;50;73;-;381
"314600 Ouro Fino";140;140;157;163;166;173;190;218;196;1543
"314610 Ouro Preto";241;323;270;276;242;344;338;312;296;2642
"314630 Padre Paraíso";92;83;91;84;72;73;100;76;71;742
"314650 Pains";16;14;14;16;17;16;17;16;19;145
"314670 Palma";30;22;16;16;17;20;18;11;15;165
"314710 Pará de Minas";395;340;330;337;316;331;335;412;415;3211
"314700 Paracatu";372;434;409;434;424;335;302;408;291;3409
"314720 Paraguaçu";54;60;54;57;56;55;61;59;44;500
"314730 Paraisópolis";34;45;51;40;37;46;46;62;46;407
"314760 Passa Quatro";45;40;48;54;43;45;70;59;64;468
"314770 Passa Tempo";30;29;34;28;23;33;23;15;35;250
"314750 Passabém";-;-;4;8;2;3;4;5;1;27
"314790 Passos";921;1017;1079;1044;982;1148;1152;1164;1214;9721
"314800 Patos de Minas";834;1082;718;706;734;720;766;662;572;6794
"314810 Patrocínio";386;451;475;451;476;480;510;481;490;4200
"314860 Peçanha";90;93;88;81;92;98;94;80;96;812
"314870 Pedra Azul";173;161;152;122;121;150;177;149;110;1315
"314910 Pedralva";13;14;12;9;7;10;7;10;16;98
"314930 Pedro Leopoldo";159;144;148;158;139;126;155;144;142;1315
"314980 Perdizes";63;54;44;42;40;45;39;30;31;388
"314990 Perdões";43;39;35;60;35;30;59;47;36;384
"315030 Piedade do Rio Grande";4;7;8;7;3;5;4;3;4;45
"315050 Pimenta";9;7;11;8;10;9;8;10;9;81
"315080 Piranga";48;30;36;53;43;47;46;48;45;396
"315110 Pirapetinga";42;39;32;48;36;48;36;41;37;359
"315120 Pirapora";433;408;424;443;390;357;452;488;496;3891
"315140 Pitangui";129;117;119;116;114;112;111;109;118;1045
"315150 Piumhi";277;266;263;254;249;264;295;258;269;2395
"315170 Poço Fundo";54;44;33;61;64;57;37;60;58;468
"315180 Poços de Caldas";596;765;722;706;749;663;819;722;577;6319
"315190 Pocrane";7;12;11;9;12;11;8;6;6;82
"315200 Pompéu";64;63;50;82;66;55;72;67;41;560
"315210 Ponte Nova";866;769;792;750;836;712;739;766;700;6930
"315220 Porteirinha";132;125;110;125;126;125;144;144;109;1140
"315240 Poté";26;20;10;13;17;24;19;27;23;179
"315250 Pouso Alegre";716;814;833;864;648;2158;1195;1149;974;9351
"315260 Pouso Alto";23;27;29;33;20;43;40;27;22;264
"315270 Prados";26;25;25;27;25;16;13;31;25;213
"315280 Prata";113;132;96;93;95;78;97;97;99;900
"315290 Pratápolis";2;3;1;1;7;1;6;5;3;29
"315310 Presidente Bernardes";12;9;10;12;3;4;10;1;-;61
"315340 Presidente Olegário";17;15;23;18;17;20;33;51;23;217
"315400 Raul Soares";148;140;145;149;145;60;120;122;-;1029
"315410 Recreio";55;54;55;50;56;50;48;52;-;420
"315420 Resende Costa";94;75;62;75;81;93;63;79;75;697
"315430 Resplendor";220;188;154;197;182;147;170;213;146;1617
"315460 Ribeirão das Neves";249;304;316;232;350;396;393;367;413;3020
"315470 Ribeirão Vermelho";2;1;-;-;7;4;4;5;5;28
"315490 Rio Casca";21;18;20;39;61;43;55;58;56;371
"315520 Rio Espera";-;11;5;4;-;7;-;8;-;35
"315550 Rio Paranaíba";27;24;10;16;22;23;10;25;-;157
"315560 Rio Pardo de Minas";76;68;62;60;47;53;55;75;80;576
"315570 Rio Piracicaba";17;18;21;15;19;27;27;12;45;201
"315580 Rio Pomba";153;114;113;108;156;159;154;144;142;1243
"315590 Rio Preto";10;8;9;14;13;12;20;21;20;127
"315600 Rio Vermelho";47;40;34;28;47;54;52;61;54;417
"315660 Rubim";41;32;19;32;39;26;36;28;25;278
"315670 Sabará";66;77;33;54;108;81;84;82;63;648
"315680 Sabinópolis";131;74;57;54;132;73;81;126;119;847
"315690 Sacramento";122;101;95;95;67;54;75;88;83;780
"315700 Salinas";289;297;249;260;283;274;333;356;277;2618
"315710 Salto da Divisa";18;20;17;21;18;20;13;15;18;160
"315720 Santa Bárbara";91;79;96;92;95;109;95;110;116;883
"315770 Santa Juliana";-;58;26;35;27;25;27;39;52;289
"315780 Santa Luzia";105;139;80;195;147;279;245;235;372;1797
"315790 Santa Margarida";41;24;24;47;76;73;62;84;106;537
"315820 Santa Maria do Suaçuí";156;131;129;125;105;142;159;162;136;1245
"315930 Santa Rita de Jacutinga";6;8;6;11;12;11;16;15;10;95
"315960 Santa Rita do Sapucaí";130;143;163;165;154;141;154;158;185;1393
"315980 Santa Vitória";66;74;74;61;57;60;61;70;78;601
"315990 Santo Antônio do Amparo";74;76;94;94;89;82;110;121;-;740
"316040 Santo Antônio do Monte";134;100;69;109;151;143;123;120;146;1095
"316070 Santos Dumont";144;122;134;150;171;142;133;144;197;1337
"316100 São Domingos do Prata";38;46;43;46;56;46;41;45;34;395
"316110 São Francisco";205;197;180;231;208;205;216;207;218;1867
"316200 São Gonçalo do Sapucaí";122;142;118;138;142;133;128;144;149;1216
"316210 São Gotardo";115;106;88;53;59;95;114;117;-;747
"316220 São João Batista do Glória";6;11;10;12;18;3;8;10;4;82
"316240 São João da Ponte";105;103;94;114;106;79;94;114;73;882
"316250 São João del Rei";439;480;423;466;500;494;550;504;489;4345
"316270 São João do Paraíso";87;95;73;82;64;93;97;103;-;694
"316280 São João Evangelista";139;60;48;67;110;130;147;139;109;949
"316290 São João Nepomuceno";64;113;78;92;99;87;116;97;69;815
"316370 São Lourenço";390;395;329;279;352;344;360;405;379;3233
"316390 São Pedro da União";6;3;7;2;5;3;3;6;7;42
"316420 São Romão";14;19;19;16;17;24;13;18;15;155
"316430 São Roque de Minas";11;7;6;5;8;9;8;-;3;57
"316470 São Sebastião do Paraíso";499;439;582;452;458;436;479;517;550;4412
"316500 São Tiago";55;43;47;41;34;37;31;28;32;348
"316530 São Vicente de Minas";17;22;23;22;24;20;26;23;27;204
"316570 Senador Firmino";8;7;9;2;7;10;11;8;2;64
"316680 Serra do Salitre";13;18;17;15;19;18;16;29;34;179
"316690 Serrania";13;4;12;13;4;8;16;6;4;80
"316710 Serro";154;172;129;190;159;182;164;197;177;1524
"316720 Sete Lagoas";1275;1531;1427;1242;1260;1317;1329;1201;1359;11941
"316800 Taiobeiras";431;507;453;502;519;460;523;524;586;4505
"316840 Tarumirim";142;135;124;114;125;124;125;124;125;1138
"316860 Teófilo Otoni";1018;1037;956;1084;1024;1179;1192;1201;1132;9823
"316870 Timóteo";265;238;243;237;228;105;188;212;288;2004
"316890 Tiros";-;3;3;4;7;6;4;1;2;30
"316930 Três Corações";376;356;360;451;367;383;464;371;-;3128
"316935 Três Marias";130;124;122;99;121;104;109;79;120;1008
"316940 Três Pontas";269;291;299;326;356;317;303;355;360;2876
"316970 Turmalina";134;168;152;159;189;182;177;176;153;1490
"316990 Ubá";691;744;751;820;833;806;849;803;842;7139
"317010 Uberaba";1443;1705;1700;1645;1808;1718;1792;1861;1871;15543
"317020 Uberlândia";3428;3630;3760;3815;3515;3741;3745;4170;3398;33202
"317040 Unaí";289;437;339;351;284;337;286;336;-;2659
"317043 União de Minas";20;35;22;22;21;19;21;15;14;189
"317052 Urucuia";22;32;33;40;22;19;20;19;7;214
"317070 Varginha";648;807;777;624;770;793;794;644;726;6583
"317080 Várzea da Palma";53;52;44;58;49;73;74;107;100;610
"317090 Varzelândia";44;42;44;39;30;33;33;38;30;333
"317100 Vazante";24;19;24;18;15;17;7;4;36;164
"317120 Vespasiano";73;138;98;52;29;92;85;96;101;764
"317130 Viçosa";511;410;471;489;517;464;515;537;534;4448
"317160 Virgem da Lapa";9;-;-;-;-;-;-;-;-;9
"317170 Virgínia";31;32;29;35;32;20;18;22;21;240
"317180 Virginópolis";66;54;64;62;81;71;82;71;43;594
"317200 Visconde do Rio Branco";252;282;275;330;363;301;306;351;343;2803
"320010 Afonso Cláudio";121;77;86;90;96;98;115;93;120;896
"320020 Alegre";67;68;81;64;53;63;100;91;-;587
"320040 Anchieta";51;35;32;32;44;39;73;70;53;429
"320060 Aracruz";501;384;254;290;318;344;405;-;-;2496
"320070 Atilio Vivacqua";8;7;8;13;9;6;7;13;-;71
"320080 Baixo Guandu";132;90;47;70;80;62;97;110;115;803
"320090 Barra de São Francisco";152;90;80;154;146;133;149;290;-;1194
"320100 Boa Esperança";94;13;-;-;-;-;-;-;-;107
"320120 Cachoeiro de Itapemirim";1985;1727;1588;1692;1771;1813;2197;2236;2077;17086
"320130 Cariacica";567;530;542;608;642;634;618;607;677;5425
"320140 Castelo";151;121;143;131;117;124;125;132;134;1178
"320150 Colatina";1381;1517;1186;1260;1309;1345;1249;1131;1293;11671
"320170 Conceição do Castelo";7;11;12;9;15;24;11;7;10;106
"320190 Domingos Martins";160;114;162;152;140;171;169;162;162;1392
"320210 Ecoporanga";52;42;33;30;45;57;55;-;-;314
"320230 Guaçuí";258;245;168;165;162;184;219;239;183;1823
"320240 Guarapari";289;288;289;287;232;218;289;288;289;2469
"320245 Ibatiba";117;99;79;72;67;81;93;99;69;776
"320280 Itapemirim";376;362;191;205;280;265;300;361;172;2512
"320290 Itarana";17;15;14;20;26;3;12;12;-;119
"320300 Iúna";94;92;52;47;96;79;87;97;108;752
"320305 Jaguaré";57;44;43;49;34;33;36;43;-;339
